44
0.0 0.0 -1.2175592295062092 3047.5249 0 0 0 1
0.0 0.0 -1.2175592295062092 457.36952 0 0 0 2
0.0 0.0 -1.2175592295062092 103.94868 0 0 0 3
0.0 0.0 -1.2175592295062092 29.210155 0 0 0 4
0.0 0.0 -1.2175592295062092 9.286663 0 0 0 5
0.0 0.0 -1.2175592295062092 3.163927 0 0 0 6
0.0 0.0 -1.2175592295062092 7.8682723 0 0 0 7
0.0 0.0 -1.2175592295062092 1.8812885 0 0 0 8
0.0 0.0 -1.2175592295062092 0.54424926 0 0 0 9
0.0 0.0 -1.2175592295062092 0.16871448 0 0 0 10
0.0 0.0 -1.2175592295062092 7.8682723 1 0 0 11
0.0 0.0 -1.2175592295062092 1.8812885 1 0 0 12
0.0 0.0 -1.2175592295062092 0.54424926 1 0 0 13
0.0 0.0 -1.2175592295062092 7.8682723 0 1 0 11
0.0 0.0 -1.2175592295062092 1.8812885 0 1 0 12
0.0 0.0 -1.2175592295062092 0.54424926 0 1 0 13
0.0 0.0 -1.2175592295062092 7.8682723 0 0 1 11
0.0 0.0 -1.2175592295062092 1.8812885 0 0 1 12
0.0 0.0 -1.2175592295062092 0.54424926 0 0 1 13
0.0 0.0 -1.2175592295062092 0.16871448 1 0 0 14
0.0 0.0 -1.2175592295062092 0.16871448 0 1 0 14
0.0 0.0 -1.2175592295062092 0.16871448 0 0 1 14
0.0 0.0 0.9140407704993238 5484.6717 0 0 0 15
0.0 0.0 0.9140407704993238 825.23495 0 0 0 16
0.0 0.0 0.9140407704993238 188.04696 0 0 0 17
0.0 0.0 0.9140407704993238 52.9645 0 0 0 18
0.0 0.0 0.9140407704993238 16.89757 0 0 0 19
0.0 0.0 0.9140407704993238 5.7996353 0 0 0 20
0.0 0.0 0.9140407704993238 15.539616 0 0 0 21
0.0 0.0 0.9140407704993238 3.5999336 0 0 0 22
0.0 0.0 0.9140407704993238 1.0137618 0 0 0 23
0.0 0.0 0.9140407704993238 0.27000582 0 0 0 24
0.0 0.0 0.9140407704993238 15.539616 1 0 0 25
0.0 0.0 0.9140407704993238 3.5999336 1 0 0 26
0.0 0.0 0.9140407704993238 1.0137618 1 0 0 27
0.0 0.0 0.9140407704993238 15.539616 0 1 0 25
0.0 0.0 0.9140407704993238 3.5999336 0 1 0 26
0.0 0.0 0.9140407704993238 1.0137618 0 1 0 27
0.0 0.0 0.9140407704993238 15.539616 0 0 1 25
0.0 0.0 0.9140407704993238 3.5999336 0 0 1 26
0.0 0.0 0.9140407704993238 1.0137618 0 0 1 27
0.0 0.0 0.9140407704993238 0.27000582 1 0 0 28
0.0 0.0 0.9140407704993238 0.27000582 0 1 0 28
0.0 0.0 0.9140407704993238 0.27000582 0 0 1 28
