  1.000000000000000E-005  1.102146065981255E-006
  0.416676250000000       0.152478629989566
  0.833342500000000       0.489553959151947
   1.25000875000000       0.968467513446520
   1.66667500000000        1.54472207737461
   2.08334125000000        2.16653007674099
   2.50000750000000        2.78019228504541
   2.91667375000000        3.34028248685600
   3.33334000000000        3.83778542296618
   3.75000625000000        4.27369985353853
   4.16667250000000        4.64967566761168
   4.58333875000000        4.97036782032608
   5.00000500000000        5.24129799555651
   5.41667125000000        5.46817354686982
   5.83333750000000        5.65760091541535
   6.25000375000000        5.81645843528407
   6.66667000000000        5.95124116226184
   7.08333625000000        6.06649531184849
   7.50000250000000        6.16614931724512
   7.91666875000000        6.25390891529541
   8.33333500000000        6.33229282361697
   8.75000125000000        6.40342542637368
   9.16666750000000        6.46926418416225
   9.58333375000000        6.53083286016531
   10.0000000000000        6.58883025558284
