REFERENCE COEFFICIENTS GREATER THAN 0.0000000
 22/2/\0\22           0.0003010
 /22\222002           0.0002980
 2/2\/2220\          -0.0002935
 2/2\/2202\          -0.0002935
 /222\22020          -0.0002826
 /222\22200          -0.0002826
 220/22\2/\           0.0002787
 220/2\2/2\          -0.0002787
 22020/2\22           0.0002787
 220202/2\2          -0.0002787
 2/\2222200          -0.0002720
 2/\2222020          -0.0002720
 22/202\2/\          -0.0002703
 22/20\2/2\           0.0002703
 /2222/2\0\          -0.0002347
 /22222/0\\           0.0002347
 22/\2/0\22          -0.0002297
 22/\20/2\2           0.0002296
 220/22202\           0.0002288
 220/22220\           0.0002288
 22/20/2\2\           0.0002271
 22/202/2\\          -0.0002271
 2/22\2/2\0          -0.0002207
 2/22\/2\20           0.0002207
 222//0\2\2           0.0002205
 222//\0\22          -0.0002205
 /22\22/2\0           0.0002184
 /22\2/2\20          -0.0002184
 220/\22202           0.0002128
 220/\22022           0.0002128
 2202220202           0.0002085
 2202202022           0.0002085
 2200022222          -0.0002032
 2200/2222\           0.0001950
 22//2\/\\2           0.0001879
 22/0\22022           0.0001879
 22/0\22202           0.0001879
 22/\022202           0.0001763
 22/\022022           0.0001762
 2022220022           0.0001693
 2022202202           0.0001693
 22/\200222          -0.0001577
 2/22\20220           0.0001499
 2/22\02220           0.0001499
 20222/\/\2           0.0001481
 22/\020222          -0.0001460
 22/\002222          -0.0001460
 2200220222          -0.0001363
 2200202222          -0.0001363
 2/222\2/0\          -0.0001349
 2/2222\0/\           0.0001349
 22//2/\\\2           0.0001329
 20222//\\2           0.0001309
 222/2//\\\          -0.0001293
 2/2/22\2\0          -0.0001268
 2/2/2\2\20           0.0001268
 /22222200\          -0.0001230
 22/202220\           0.0001212
 22/202022\           0.0001211
 22/202202\           0.0001211
 22/200222\           0.0001211
 2/20\22220           0.0001175
 202222/0\2          -0.0001162
 20222/2\02           0.0001162
 /\22222002          -0.0001148
 /22\/2202\          -0.0001141
 /22\/2220\          -0.0001141
 /22\222020          -0.0001136
 /22\222200          -0.0001136
 /2\2222200          -0.0001133
 /2\2222020          -0.0001133
 22//\2022\          -0.0001125
 22//\0222\          -0.0001125
 2/22\22002          -0.0001109
 22/002222\          -0.0001081
 2/2\220220          -0.0001062
 2/2\202220          -0.0001062
 0222220022           0.0001055
 0222202202           0.0001055
 /2\22/2\20          -0.0001023
 /2\222/2\0           0.0001023
 2020222202           0.0001009
 2020222022           0.0001009
 220/\2/2\2           0.0000991
 220/\/2\22          -0.0000991
 22/2\00222          -0.0000919
 02222/\/\2           0.0000918
 2/2/\2220\           0.0000883
 2/2/\2202\           0.0000883
 2/2202202\           0.0000879
 2/2202220\           0.0000879
 2/2\2/\/\2           0.0000864
 02222/2\02          -0.0000849
 022222/0\2           0.0000849
 2020222220           0.0000842
 2/2\220022           0.0000842
 2/2\202202           0.0000842
 02222//\\2           0.0000830
 0220222202           0.0000827
 0220222022           0.0000827
 /22220220\           0.0000826
 /22222002\           0.0000826
 /22220/2\\          -0.0000824
 /2222/0\2\           0.0000824
 0220222220           0.0000799
 2022220220           0.0000799
 2022202220           0.0000799
 22/220202\          -0.0000793
 22/222020\          -0.0000793
 02222/2\20          -0.0000769
 022222/2\0           0.0000769
 2/\0222220           0.0000749
 2/2\2//\\2           0.0000747
 2202200222          -0.0000740
 /22222\0/\          -0.0000736
 /2222\2/0\           0.0000736
 /220\22220           0.0000734
 220/22/2\\          -0.0000728
 220/2/2\2\           0.0000728
 /2\2/2220\          -0.0000711
 /2\2/2202\          -0.0000711
 220/\20222          -0.0000693
 220/\02222          -0.0000693
 /2222//\\\           0.0000688
 22/022022\          -0.0000685
 22/020222\          -0.0000685
 2/2\/2022\           0.0000676
 2/2\/0222\           0.0000676
 2/2220220\          -0.0000674
 2/2222002\          -0.0000674
 22/2\//\\2           0.0000649
 2/222/0\2\           0.0000630
 2/2220/2\\          -0.0000630
 202222/2\0          -0.0000628
 20222/2\20           0.0000628
 22/2\2/0\2          -0.0000603
 22/2\/2\02           0.0000603
 22/0\2/2\2          -0.0000598
 22/0\/2\22           0.0000598
 220//2\2\2           0.0000598
 220//\2\22          -0.0000598
 2/20\22202           0.0000596
 2/20\22022           0.0000596
 220/02222\           0.0000594
 222/\00222           0.0000584
 22//0\2\22          -0.0000576
 22//02\2\2           0.0000576
 2/\2222002           0.0000574
 /2\0222220           0.0000560
 2/222//\\\          -0.0000541
 2/02\22220           0.0000534
 22//20\2\2          -0.0000530
 22//2\0\22           0.0000530
 22/\220202           0.0000523
 22/\202022           0.0000523
 2022022202           0.0000516
 2022022022           0.0000516
 2022/2220\           0.0000512
 2022/2202\           0.0000512
 /2222/\/\\           0.0000491
 2/0\222220          -0.0000480
 22//2\2\02          -0.0000477
 22//22\0\2           0.0000477
 2/22/\2\02          -0.0000469
 2/22/2\0\2           0.0000469
 /2\2202202          -0.0000466
 /2\2220022          -0.0000466
 022/\22220           0.0000456
 2//22\2\20          -0.0000450
 2//222\2\0           0.0000450
 /2/22\2\20           0.0000449
 /2/222\2\0          -0.0000449
 /2\22/\/\2          -0.0000433
 2//2\2220\          -0.0000429
 2//2\2202\          -0.0000429
 2/2\02/2\2          -0.0000422
 2/2\0/2\22           0.0000422
 0222/2202\          -0.0000421
 0222/2220\          -0.0000421
 0222220220           0.0000415
 0222202220           0.0000415
 0222022202           0.0000413
 0222022022           0.0000413
 2/\222/0\2           0.0000413
 2/\22/2\02          -0.0000413
 /2\22/2\02           0.0000411
 /2\222/0\2          -0.0000411
 /2\22//\\2          -0.0000405
 02222/0\22           0.0000400
 022220/2\2          -0.0000400
 /\22222020          -0.0000399
 /\22222200          -0.0000399
 2/\/\22220           0.0000398
 202/\22220           0.0000396
 /22\22/0\2           0.0000390
 /22\2/2\02          -0.0000390
 /\2222/0\2          -0.0000389
 /\222/2\02           0.0000389
 2/2\22/0\2          -0.0000381
 2/2\2/2\02           0.0000381
 2202020222          -0.0000379
 2202002222          -0.0000379
 2/2202/2\\          -0.0000370
 2/220/2\2\           0.0000370
 /22\202202          -0.0000367
 /22\220022          -0.0000367
 022/\22202           0.0000366
 022/\22022           0.0000366
 /2/2\2220\           0.0000360
 /2/2\2202\           0.0000360
 /222/2\0\2          -0.0000355
 /222/\2\02           0.0000355
 2/\22/2\20          -0.0000343
 2/\222/2\0           0.0000343
 /22\2/\/\2          -0.0000342
 2022200222          -0.0000341
 2/2/\2\2/\          -0.0000339
 2/2/\\2/2\           0.0000339
 2002222202           0.0000337
 2002222022           0.0000337
 22002/2\22           0.0000335
 220022/2\2          -0.0000335
 202/\22202           0.0000334
 202/\22022           0.0000334
 /22\022220           0.0000329
 /22\2//\\2          -0.0000326
 2022/2/2\\          -0.0000326
 2022//2\2\           0.0000326
 2/2202\2/\           0.0000324
 2/220\2/2\          -0.0000324
 2/2222020\          -0.0000322
 2/2220202\          -0.0000322
 2/2022\2/\          -0.0000312
 2/202\2/2\           0.0000312
 220/20222\           0.0000312
 220/22022\           0.0000312
 /22220\2/\           0.0000310
 /2222\0/2\          -0.0000310
 2/2220022\           0.0000308
 /22\/2022\           0.0000306
 /22\/0222\           0.0000306
 2/222/\/\\          -0.0000306
 /2\2220220          -0.0000303
 /2\2202220          -0.0000303
 2/2\/2\2/\          -0.0000301
 2/2\/\2/2\           0.0000301
 2022/2\2/\           0.0000296
 2022/\2/2\          -0.0000296
 22/22/\\/\          -0.0000295
 22/22\//\\          -0.0000295
 2/\2/2220\          -0.0000292
 2/\2/2202\          -0.0000292
 /2\/\22220           0.0000292
 /22/\2202\          -0.0000292
 /22/\2220\          -0.0000292
 /220\22202           0.0000291
 /220\22022           0.0000291
 /2/\22202\           0.0000281
 /2/\22220\           0.0000281
 /2\2/2/2\\           0.0000273
 /2\2//2\2\          -0.0000273
 /2\0222202          -0.0000272
 /2\0222022          -0.0000272
 2//\22220\           0.0000272
 2//\22202\           0.0000272
 /2222\/\/\           0.0000270
 /222\/2\20          -0.0000255
 /222\2/2\0           0.0000255
 2002222220           0.0000254
 /22/2\2\20          -0.0000253
 /22/22\2\0           0.0000253
 /\222/2\20           0.0000251
 /\2222/2\0          -0.0000251
 202/22220\          -0.0000248
 202/22202\          -0.0000248
 /222\2/0\2           0.0000241
 /222\/2\02          -0.0000241
 22/\/2/2\\           0.0000236
 22/\//2\2\          -0.0000235
 /22\220220          -0.0000234
 /22\202220          -0.0000234
 2//\\22220          -0.0000232
 2/22\//\\2          -0.0000225
 /22220202\           0.0000224
 /22222020\           0.0000224
 0222022220           0.0000219
 2022022220           0.0000216
 202022/2\2           0.0000216
 20202/2\22          -0.0000216
 2/222\/\/\          -0.0000216
 2022202022           0.0000212
 2022220202           0.0000212
 2/\2/2/2\\           0.0000205
 2/\2//2\2\          -0.0000205
 2/2202022\          -0.0000205
 22///\2\2\           0.0000205
 2/2200222\          -0.0000205
 22///2\2\\          -0.0000205
 2/2\022220           0.0000203
 /222\20022           0.0000201
 /222\02202           0.0000201
 22/0/2\2\2          -0.0000197
 22/0/\2\22           0.0000197
 2/2022220\           0.0000196
 2/2022202\           0.0000196
 2/22/\2\20          -0.0000196
 2/22/2\2\0           0.0000196
 0222//2\2\           0.0000196
 0222/2/2\\          -0.0000196
 0202222202           0.0000195
 0202222022           0.0000195
 022/22220\          -0.0000194
 022/22202\          -0.0000194
 /22\02/2\2          -0.0000193
 /22\0/2\22           0.0000193
 /2222/\\/\          -0.0000191
 /2222\//\\          -0.0000191
 22/2\/0\22          -0.0000190
 22/2\0/2\2           0.0000190
 202/22\2/\           0.0000188
 202/2\2/2\          -0.0000188
 0222/\2/2\          -0.0000187
 0222/2\2/\           0.0000187
 /2\220/2\2           0.0000180
 /2\22/0\22          -0.0000180
 /20222202\          -0.0000176
 /20222220\          -0.0000176
 2/202/2\2\           0.0000175
 2/2022/2\\          -0.0000175
 /\22/2202\           0.0000172
 /\22/2220\           0.0000172
 202/\2/2\2           0.0000171
 202/\/2\22          -0.0000171
 /222\/\/\2           0.0000166
 /\22220022           0.0000166
 /\22202202           0.0000166
 2/22/\/\\2           0.0000165
 /2\/\22202          -0.0000159
 /2\/\22022          -0.0000159
 /2\0/2222\           0.0000154
 /22/22\0\2          -0.0000150
 /22/2\2\02           0.0000150
 2/2\//2\2\          -0.0000150
 2/2\/2/2\\           0.0000150
 /\222/\/\2           0.0000146
 2//2\2\2/\           0.0000146
 2//2\\2/2\          -0.0000146
 /2\2022202          -0.0000146
 /2\2022022          -0.0000146
 2/02\22202           0.0000144
 2/02\22022           0.0000144
 22/\2//\\2          -0.0000144
 /222\/0\22           0.0000143
 /222\0/2\2          -0.0000143
 2/20\2/2\2           0.0000139
 2/20\/2\22          -0.0000139
 0202222220           0.0000138
 2020220222          -0.0000137
 2020202222          -0.0000137
 0222202022           0.0000137
 0222220202           0.0000137
 /2\2/2\2/\          -0.0000135
 /2\2/\2/2\           0.0000135
 2/22\20202           0.0000134
 2/22\02022           0.0000134
 /222/\/\\2           0.0000133
 2/\22/\/\2          -0.0000131
 /22022220\          -0.0000131
 /22022202\          -0.0000131
 /202\22022           0.0000128
 /202\22202           0.0000128
 /\222//\\2           0.0000127
 /2/22\2\02           0.0000127
 /2/222\0\2          -0.0000127
 2/0222220\          -0.0000125
 2/0222202\          -0.0000125
 0222/0222\           0.0000125
 0222/2022\           0.0000125
 2/2\200222          -0.0000122
 2020/2222\          -0.0000119
 2//\22\2/\          -0.0000118
 2//\2\2/2\           0.0000118
 2/2/\0222\          -0.0000118
 2/2/\2022\          -0.0000118
 /222\20220           0.0000117
 /222\02220           0.0000117
 2/22//\\\2           0.0000117
 2/22\0/2\2           0.0000116
 2/22\/0\22          -0.0000116
 202202/2\2           0.0000116
 20220/2\22          -0.0000116
 2/2\20/2\2          -0.0000116
 2/2\2/0\22           0.0000116
 0220220222          -0.0000114
 0220202222          -0.0000114
 2/\2202202          -0.0000113
 2/\2220022          -0.0000113
 /2202/2\2\           0.0000113
 /22022/2\\          -0.0000113
 22/0\20222           0.0000111
 22/0\02222           0.0000111
 2/20\20222          -0.0000106
 2/20\02222          -0.0000106
 /22\//2\2\          -0.0000105
 /22\/2/2\\           0.0000105
 /22\200222           0.0000104
 20/\22/2\2           0.0000103
 20/\2/2\22          -0.0000103
 022/22\2/\           0.0000103
 022/2\2/2\          -0.0000103
 /\22202220           0.0000102
 /\22220220           0.0000102
 /22\/2\2/\          -0.0000101
 /22\/\2/2\           0.0000101
 2/2/22\0\2          -0.0000100
 2/2/2\2\02           0.0000100
 2/22/\0\22           0.0000100
 2/22/0\2\2          -0.0000100
 0222200222          -0.0000098
 20/222\2/\          -0.0000096
 20/22\2/2\           0.0000096
 2/0\222022           0.0000096
 2/0\222202           0.0000096
 /222//\\\2           0.0000094
 /2/\\22220           0.0000093
 2022020222          -0.0000092
 2022002222          -0.0000092
 22/2\02022           0.0000092
 22/2\20202           0.0000092
 /222\00222           0.0000092
 2/\2022220           0.0000090
 2//\22/2\\          -0.0000089
 2//\2/2\2\           0.0000089
 2/2\020222           0.0000088
 2/2\002222           0.0000088
 2/22\20022           0.0000088
 2/22\02202           0.0000088
 2/2/02\2\2           0.0000085
 2/2/0\2\22          -0.0000085
 /2\2022220           0.0000085
 20/\222220          -0.0000084
 022/\2/2\2           0.0000084
 022/\/2\22          -0.0000084
 /222/\2\20           0.0000083
 /222/2\2\0          -0.0000083
 2/\22//\\2          -0.0000079
 2/222/\\/\           0.0000078
 2/222\//\\           0.0000078
 /2/0\2222\          -0.0000078
 /2\/02222\           0.0000075
 2//2\/2\2\          -0.0000074
 2//2\2/2\\           0.0000074
 /22/2\/\\2           0.0000073
 2/\0/2222\           0.0000071
 02/\222220           0.0000070
 2//\\22022           0.0000070
 2//\\22202           0.0000070
 /20\222202          -0.0000070
 /20\222022          -0.0000070
 2/\22/0\22           0.0000069
 2/\220/2\2          -0.0000069
 /22020222\          -0.0000069
 /22022022\          -0.0000069
 /\222/0\22          -0.0000069
 /\2220/2\2           0.0000069
 02/222\2/\          -0.0000068
 02/22\2/2\           0.0000068
 /2\20/2\22           0.0000068
 /2\202/2\2          -0.0000068
 02/\22/2\2           0.0000067
 02/\2/2\22          -0.0000067
 2020022222          -0.0000067
 022/\20222          -0.0000067
 022/\02222          -0.0000067
 2/\/22202\           0.0000067
 2/\/22220\           0.0000067
 2000222222          -0.0000066
 2/0\/2222\           0.0000066
 2022/2022\          -0.0000066
 2022/0222\          -0.0000066
 /2/2\2/2\\          -0.0000066
 /2/2\/2\2\           0.0000066
 0220022222          -0.0000065
 02220/2\22           0.0000065
 022202/2\2          -0.0000065
 2/2\022202          -0.0000064
 2/2\022022          -0.0000064
 /22220022\          -0.0000064
 2//2\2022\           0.0000064
 2//2\0222\           0.0000064
 /\20222202           0.0000064
 /\20222022           0.0000064
 /222/\0\22          -0.0000062
 /222/0\2\2           0.0000062
 20/22/2\2\           0.0000061
 20/222/2\\          -0.0000061
 /2\2002222           0.0000061
 /2\2020222           0.0000061
 /22\022202           0.0000060
 /22\022022           0.0000060
 /2\2200222           0.0000059
 2/0\22/2\2          -0.0000059
 2/0\2/2\22           0.0000059
 02/2\22220          -0.0000058
 2/2022022\           0.0000058
 2/2020222\           0.0000058
 /2/2/\2\2\           0.0000057
 /2/2/2\2\\          -0.0000057
 2/0222/2\\          -0.0000057
 2/022/2\2\           0.0000057
 /2202\2/2\          -0.0000056
 /22022\2/\           0.0000056
 2/\/02222\           0.0000056
 202/02222\          -0.0000055
 /2/\22022\          -0.0000055
 /2/\20222\          -0.0000055
 2//22\2\02           0.0000054
 2//222\0\2          -0.0000054
 2//0\2222\           0.0000054
 /202\22220           0.0000054
 /\22200222          -0.0000053
 /222\//\\2           0.0000053
 /2\022/2\2          -0.0000053
 /2\02/2\22           0.0000053
 /22202\2/\           0.0000052
 /2220\2/2\          -0.0000052
 /22/2/\\\2           0.0000051
 02022/2\22           0.0000050
 020222/2\2          -0.0000050
 /22\2/0\22           0.0000050
 /22\20/2\2          -0.0000050
 /22202/2\\          -0.0000050
 /2220/2\2\           0.0000050
 2/\/2/2\2\           0.0000049
 2/\/22/2\\          -0.0000049
 20/\222022          -0.0000049
 20/\222202          -0.0000049
 222020/2\2          -0.0000048
 22202/0\22           0.0000048
 02/222202\          -0.0000048
 02/222220\          -0.0000048
 2/\2200222           0.0000048
 0222020222          -0.0000047
 0222002222          -0.0000047
 2/\2022202           0.0000047
 2/\2022022           0.0000047
 2/\0222202           0.0000047
 2/\0222022           0.0000047
 /20022222\           0.0000047
 /\22//2\2\           0.0000047
 /\22/2/2\\          -0.0000047
 2/22\/\/\2          -0.0000047
 02/\222202           0.0000046
 02/\222022           0.0000046
 2/00\22222          -0.0000046
 2/2/\/2\2\          -0.0000046
 2/2/\2/2\\           0.0000046
 2/022\2/2\           0.0000046
 2/0222\2/\          -0.0000046
 2/2/2\/\\2           0.0000045
 2/2222200\          -0.0000044
 2//\22022\          -0.0000044
 2//\20222\          -0.0000044
 /\22022202           0.0000044
 /\22022022           0.0000044
 202/\20222          -0.0000042
 202/\02222          -0.0000042
 0200222222          -0.0000042
 022/22022\           0.0000042
 022/20222\           0.0000042
 202/22022\           0.0000040
 202/20222\           0.0000040
 20022/2\22           0.0000040
 200222/2\2          -0.0000040
 /22202220\          -0.0000040
 /22202202\          -0.0000040
 202/22/2\\          -0.0000040
 202/2/2\2\           0.0000040
 /220\20222          -0.0000040
 /220\02222          -0.0000040
 2/\0022222          -0.0000040
 /2\0220222           0.0000040
 /2\0202222           0.0000040
 20/\/2222\          -0.0000040
 /\2022/2\2           0.0000039
 /\202/2\22          -0.0000039
 /220/2\2\2           0.0000039
 /220/\2\22          -0.0000039
 2/0222022\           0.0000039
 2/0220222\           0.0000039
 2//\/2\2\2           0.0000037
 2//\/\2\22          -0.0000037
 /2/\02222\          -0.0000037
 /\22/2\2/\           0.0000037
 /\22/\2/2\          -0.0000037
 /22\020222           0.0000036
 /22\002222           0.0000036
 2//20\2\22           0.0000036
 2//202\2\2          -0.0000036
 /2\/\2/2\2          -0.0000035
 /2\/\/2\22           0.0000035
 2/0/\2222\          -0.0000035
 /222\20202           0.0000035
 /222\02022           0.0000035
 02/22/2\2\           0.0000034
 02/222/2\\          -0.0000034
 /\02222202           0.0000034
 /\02222022           0.0000034
 /22202022\          -0.0000034
 /22200222\          -0.0000034
 /\2202/2\2           0.0000033
 /\220/2\22          -0.0000033
 /2\2220202          -0.0000033
 /2\2202022          -0.0000033
 /22002222\           0.0000032
 /\20/2222\          -0.0000032
 200/\22222          -0.0000032
 2/2/2/\\\2           0.0000032
 /20\22/2\2          -0.0000031
 /20\2/2\22           0.0000031
 /2/\2\2/2\          -0.0000031
 /2/\22\2/\           0.0000031
 20/2\22220          -0.0000030
 2002220222          -0.0000030
 2002202222          -0.0000030
 0220/2222\           0.0000029
 /2/2\2\2/\           0.0000029
 /2/2\\2/2\          -0.0000029
 /2\2/0222\           0.0000028
 /2\2/2022\           0.0000028
 /20\/2222\           0.0000027
 /22/\2/2\\          -0.0000027
 /22/\/2\2\           0.0000027
 /\22/0222\          -0.0000027
 /\22/2022\          -0.0000027
 /\02222220           0.0000027
 2/\/\22202           0.0000027
 2/\/\22022           0.0000027
 2002022222          -0.0000026
 02/\/2222\          -0.0000026
 2/02\20222          -0.0000026
 2/02\02222          -0.0000026
 2//2/2\2\\          -0.0000026
 2//2/\2\2\           0.0000026
 2/\/\/2\22           0.0000025
 2/\/\2/2\2          -0.0000025
 2/2//\2\2\          -0.0000025
 2/2//2\2\\           0.0000025
 /22\202022          -0.0000025
 /22\220202          -0.0000025
 02/\220222          -0.0000025
 02/\202222          -0.0000025
 /2/022\2\2           0.0000024
 /2/02\2\22          -0.0000024
 /20/\2222\           0.0000024
 /2022\2/2\           0.0000024
 /20222\2/\          -0.0000024
 /22/\0222\          -0.0000024
 /22/\2022\          -0.0000024
 2/0\022222           0.0000024
 0202/2222\           0.0000024
 2/\2002222           0.0000024
 2/\2020222           0.0000024
 /2/202\2\2           0.0000024
 /2/20\2\22          -0.0000024
 022022/2\2           0.0000024
 02202/2\22          -0.0000024
 /200\22222          -0.0000024
 2/\2220220           0.0000023
 2/\2202220           0.0000023
 /2\/2\2/2\           0.0000023
 /2\/22\2/\          -0.0000023
 2/\2/2022\          -0.0000023
 2/\2/0222\          -0.0000023
 /2/\\22022          -0.0000023
 /2/\\22202          -0.0000023
 020/\22222          -0.0000023
 /22/\2\2/\          -0.0000023
