                    2                    2                    7                    5   1.4266015077400477E-002
                    3                    2                    7                    5   2.5525319743035343E-002
                    4                    2                    7                    5  -2.0597476062384807E-003
                    5                    2                    2                    6  -8.5747651292662451E-003
                    6                    2                    2                    6  -1.1125853320773609E-002
                    7                    2                    2                    6   3.2359708871237897E-003
                    5                    2                    3                    6  -9.0748416109763391E-003
                    6                    2                    3                    6   9.6230348879041588E-005
                    7                    2                    3                    6   2.9599957215214934E-005
                    5                    2                    4                    6   1.2719889029454517E-004
                    6                    2                    4                    6   2.0595479145976600E-006
                    7                    2                    4                    6  -8.3931167372553950E-006
                    2                    2                    5                    6   1.7655434359712781E-002
                    3                    2                    5                    6   1.2719108433347249E-002
                    4                    2                    5                    6  -2.1627620096800377E-004
                    2                    2                    6                    6   2.0505216252885535E-002
                    3                    2                    6                    6  -8.3067886417802998E-004
                    4                    2                    6                    6  -8.9780002387563950E-006
                    2                    2                    7                    6  -5.9433041502839129E-003
                    3                    2                    7                    6  -1.1594055626754561E-004
                    4                    2                    7                    6   1.5278113003820160E-005
                    5                    2                    2                    7  -7.1423297398605133E-003
                    6                    2                    2                    7   3.2359708871237906E-003
                    7                    2                    2                    7  -1.3033741379229612E-003
                    5                    2                    3                    7   2.6174837574747321E-003
                    6                    2                    3                    7  -3.2823457140888959E-005
                    7                    2                    3                    7  -3.6758178286509921E-005
                    5                    2                    4                    7  -6.6912527962498169E-005
                    6                    2                    4                    7  -2.8060375749648121E-006
                    7                    2                    4                    7   5.8195215651260971E-006
                    2                    2                    5                    7   1.4266015077400478E-002
                    3                    2                    5                    7  -3.9519628711696302E-003
                    4                    2                    5                    7   1.1609266730851233E-004
                    2                    2                    6                    7  -5.9433041502839137E-003
                    3                    2                    6                    7  -1.0201757280128306E-004
                    4                    2                    6                    7   8.9641552205719754E-006
                    2                    2                    7                    7   2.4630537046309159E-003
                    3                    2                    7                    7   1.6591132989896546E-004
                    4                    2                    7                    7  -1.6110370288383075E-005
                    8                    2                    2                    8  -1.9792437797308955     
                    9                    2                    2                    8  -8.5747651292685731E-003
                   10                    2                    2                    8  -7.1423297398605073E-003
                    8                    2                    3                    8  -8.0362602704480771E-003
                    9                    2                    3                    8   1.1816086905533836E-003
                   10                    2                    3                    8  -5.9739746023134647E-003
                    8                    2                    4                    8  -1.9594709310080929E-004
                    9                    2                    4                    8  -3.7836034944177202E-004
                   10                    2                    4                    8   6.1108943182496022E-004
                    2                    2                    8                    8   3.9621420983740050     
                    3                    2                    8                    8   1.6618348777286216E-002
                    4                    2                    8                    8   4.0257821856520164E-004
                    2                    2                    9                    8   1.7655434359717469E-002
                    3                    2                    9                    8  -7.3176303167640788E-002
                    4                    2                    9                    8   8.5971369115946453E-004
                    2                    2                   10                    8   1.4266015077400444E-002
                    3                    2                   10                    8   2.5525319743035315E-002
                    4                    2                   10                    8  -2.0597476062384802E-003
                    8                    2                    2                    9  -8.5747651292685766E-003
                    9                    2                    2                    9  -1.1125853320773598E-002
                   10                    2                    2                    9   3.2359708871237819E-003
                    8                    2                    3                    9  -9.0748416109763339E-003
                    9                    2                    3                    9   9.6230348879031193E-005
                   10                    2                    3                    9   2.9599957215207603E-005
                    8                    2                    4                    9   1.2719889029454438E-004
                    9                    2                    4                    9   2.0595479145973521E-006
                   10                    2                    4                    9  -8.3931167372546496E-006
                    2                    2                    8                    9   1.7655434359717455E-002
                    3                    2                    8                    9   1.2719108433347259E-002
                    4                    2                    8                    9  -2.1627620096800295E-004
                    2                    2                    9                    9   2.0505216252885476E-002
                    3                    2                    9                    9  -8.3067886417809828E-004
                    4                    2                    9                    9  -8.9780002387556394E-006
                    2                    2                   10                    9  -5.9433041502838851E-003
                    3                    2                   10                    9  -1.1594055626751510E-004
                    4                    2                   10                    9   1.5278113003817711E-005
                    8                    2                    2                   10  -7.1423297398605038E-003
                    9                    2                    2                   10   3.2359708871237832E-003
                   10                    2                    2                   10  -1.3033741379229616E-003
                    8                    2                    3                   10   2.6174837574747365E-003
                    9                    2                    3                   10  -3.2823457140885856E-005
                   10                    2                    3                   10  -3.6758178286509338E-005
                    8                    2                    4                   10  -6.6912527962498155E-005
                    9                    2                    4                   10  -2.8060375749648989E-006
                   10                    2                    4                   10   5.8195215651260945E-006
                    2                    2                    8                   10   1.4266015077400438E-002
                    3                    2                    8                   10  -3.9519628711696354E-003
                    4                    2                    8                   10   1.1609266730851229E-004
                    2                    2                    9                   10  -5.9433041502838947E-003
                    3                    2                    9                   10  -1.0201757280128753E-004
                    4                    2                    9                   10   8.9641552205721177E-006
                    2                    2                   10                   10   2.4630537046309202E-003
                    3                    2                   10                   10   1.6591132989896503E-004
                    4                    2                   10                   10  -1.6110370288383072E-005
                   11                    2                    2                   11  -1.9792437797308953     
                   12                    2                    2                   11  -8.5747651292676190E-003
                   13                    2                    2                   11  -7.1423297398604240E-003
                   11                    2                    3                   11  -8.0362602704480771E-003
                   12                    2                    3                   11   1.1816086905533216E-003
                   13                    2                    3                   11  -5.9739746023134395E-003
                   11                    2                    4                   11  -1.9594709310080932E-004
                   12                    2                    4                   11  -3.7836034944177023E-004
                   13                    2                    4                   11   6.1108943182495838E-004
                    2                    2                   11                   11   3.9621420983740050     
                    3                    2                   11                   11   1.6618348777286188E-002
                    4                    2                   11                   11   4.0257821856520197E-004
                    2                    2                   12                   11   1.7655434359715647E-002
                    3                    2                   12                   11  -7.3176303167640844E-002
                    4                    2                   12                   11   8.5971369115946127E-004
                    2                    2                   13                   11   1.4266015077400263E-002
                    3                    2                   13                   11   2.5525319743035388E-002
                    4                    2                   13                   11  -2.0597476062384828E-003
                   11                    2                    2                   12  -8.5747651292676363E-003
                   12                    2                    2                   12  -1.1125853320773687E-002
                   13                    2                    2                   12   3.2359708871237906E-003
                   11                    2                    3                   12  -9.0748416109763339E-003
                   12                    2                    3                   12   9.6230348879035435E-005
                   13                    2                    3                   12   2.9599957215211546E-005
                   11                    2                    4                   12   1.2719889029454408E-004
                   12                    2                    4                   12   2.0595479145974999E-006
                   13                    2                    4                   12  -8.3931167372549935E-006
                    2                    2                   11                   12   1.7655434359715602E-002
                    3                    2                   11                   12   1.2719108433347276E-002
                    4                    2                   11                   12  -2.1627620096800366E-004
                    2                    2                   12                   12   2.0505216252885539E-002
                    3                    2                   12                   12  -8.3067886417807193E-004
                    4                    2                   12                   12  -8.9780002387559630E-006
                    2                    2                   13                   12  -5.9433041502838990E-003
                    3                    2                   13                   12  -1.1594055626752989E-004
                    4                    2                   13                   12   1.5278113003818791E-005
                   11                    2                    2                   13  -7.1423297398604101E-003
                   12                    2                    2                   13   3.2359708871237962E-003
                   13                    2                    2                   13  -1.3033741379229573E-003
                   11                    2                    3                   13   2.6174837574747352E-003
                   12                    2                    3                   13  -3.2823457140887279E-005
                   13                    2                    3                   13  -3.6758178286508952E-005
                   11                    2                    4                   13  -6.6912527962498209E-005
                   12                    2                    4                   13  -2.8060375749648803E-006
                   13                    2                    4                   13   5.8195215651260801E-006
                    2                    2                   11                   13   1.4266015077400255E-002
                    3                    2                   11                   13  -3.9519628711696319E-003
                    4                    2                   11                   13   1.1609266730851231E-004
                    2                    2                   12                   13  -5.9433041502839111E-003
                    3                    2                   12                   13  -1.0201757280128264E-004
                    4                    2                   12                   13   8.9641552205720059E-006
                    2                    2                   13                   13   2.4630537046309202E-003
                    3                    2                   13                   13   1.6591132989896443E-004
                    4                    2                   13                   13  -1.6110370288382991E-005
                    2                    3                    1                    1   1.5953584541810152E-002
                    3                    3                    1                    1   1.5702088775499362E-002
                    4                    3                    1                    1  -2.1240559089673617E-004
                    1                    3                    2                    1  -7.9767922709045435E-003
                    1                    3                    3                    1  -7.8510443877495804E-003
                    1                    3                    4                    1   1.0620279544836502E-004
                    2                    3                    2                    2   8.2653106907734347E-003
                    3                    3                    2                    2   8.2914450715444541E-003
                    4                    3                    2                    2  -9.6223358197425893E-005
                    2                    3                    3                    2   1.9586932212149644E-003
                    3                    3                    3                    2  -2.8877104817068993E-004
                    4                    3                    3                    2  -4.6578095069892016E-006
                    2                    3                    4                    2  -7.6194365696185271E-005
                    3                    3                    4                    2  -8.6595991643891005E-008
                    4                    3                    4                    2   1.3415678633808984E-006
                    5                    3                    5                    2   2.0345297527962278E-004
                    6                    3                    5                    2  -1.6087980822143109E-003
                    7                    3                    5                    2   3.6650232823755925E-004
                    5                    3                    6                    2  -1.7867210670306599E-005
                    6                    3                    6                    2  -1.1649723011514385E-004
                    7                    3                    6                    2   1.3130322939901335E-005
                    5                    3                    7                    2   9.6476012280297889E-005
                    6                    3                    7                    2  -9.1607990948844455E-006
                    7                    3                    7                    2  -2.3149593180529176E-005
                    8                    3                    8                    2   2.0345297527962585E-004
                    9                    3                    8                    2  -1.6087980822143259E-003
                   10                    3                    8                    2   3.6650232823756093E-004
                    8                    3                    9                    2  -1.7867210670305548E-005
                    9                    3                    9                    2  -1.1649723011514667E-004
                   10                    3                    9                    2   1.3130322939901984E-005
                    8                    3                   10                    2   9.6476012280297916E-005
                    9                    3                   10                    2  -9.1607990948842557E-006
                   10                    3                   10                    2  -2.3149593180529247E-005
                   11                    3                   11                    2   2.0345297527962398E-004
                   12                    3                   11                    2  -1.6087980822143231E-003
                   13                    3                   11                    2   3.6650232823755904E-004
                   11                    3                   12                    2  -1.7867210670306534E-005
                   12                    3                   12                    2  -1.1649723011514551E-004
                   13                    3                   12                    2   1.3130322939901903E-005
                   11                    3                   13                    2   9.6476012280297739E-005
                   12                    3                   13                    2  -9.1607990948841490E-006
                   13                    3                   13                    2  -2.3149593180529200E-005
                    2                    3                    2                    3  -3.8884895840461633E-002
                    3                    3                    2                    3  -2.8877104817069004E-004
                    4                    3                    2                    3  -1.8424365112463791E-006
                    2                    3                    3                    3  -2.8877104817069004E-004
                    3                    3                    3                    3   2.0170653229428567E-003
                    4                    3                    3                    3  -1.6863603411649600E-005
                    2                    3                    4                    3  -1.8424365112463791E-006
                    3                    3                    4                    3  -1.6863603411649600E-005
                    4                    3                    4                    3   3.1533217272627886E-005
                    5                    3                    5                    3  -2.8354358419402072E-002
                    6                    3                    5                    3  -2.4831148802014630E-004
                    7                    3                    5                    3  -7.3386600570502555E-005
                    5                    3                    6                    3  -2.4831148802014630E-004
                    6                    3                    6                    3   1.6865287513975332E-003
                    7                    3                    6                    3  -3.4231238805776658E-004
