                    1                    1                    1                    1   1.9999999999999289     
                    2                    1                    1                    2  -1.9929648375415649     
                    3                    1                    1                    2  -7.9767922709045470E-003
                    4                    1                    1                    2  -1.8902720316587150E-004
                    1                    1                    2                    2   3.9859296750829021     
                    1                    1                    3                    2   1.5953584541810166E-002
                    1                    1                    4                    2   3.7805440633172148E-004
                    2                    1                    1                    3  -7.9767922709045435E-003
                    3                    1                    1                    3  -7.8510443877495804E-003
                    4                    1                    1                    3   1.0620279544836502E-004
                    1                    1                    2                    3   1.5953584541810152E-002
                    1                    1                    3                    3   1.5702088775499362E-002
                    1                    1                    4                    3  -2.1240559089673617E-004
                    2                    1                    1                    4  -1.8902720316587164E-004
                    3                    1                    1                    4   1.0620279544836497E-004
                    4                    1                    1                    4  -5.0277285807613946E-006
                    1                    1                    2                    4   3.7805440633172105E-004
                    1                    1                    3                    4  -2.1240559089673626E-004
                    1                    1                    4                    4   1.0055457161522110E-005
                    5                    1                    1                    5  -1.9870636494162324     
                    6                    1                    1                    5  -8.4729418778990220E-003
                    7                    1                    1                    5  -7.1316432172899881E-003
                    1                    1                    5                    5   3.9741272988323129     
                    1                    1                    6                    5   1.6945883755797024E-002
                    1                    1                    7                    5   1.4263286434580125E-002
                    5                    1                    1                    6  -8.4729418778990186E-003
                    6                    1                    1                    6  -1.1320392624353885E-002
                    7                    1                    1                    6   3.2740149008398771E-003
                    1                    1                    5                    6   1.6945883755797034E-002
                    1                    1                    6                    6   2.2640785248708391E-002
                    1                    1                    7                    6  -6.5480298016798973E-003
                    5                    1                    1                    7  -7.1316432172899898E-003
                    6                    1                    1                    7   3.2740149008398749E-003
                    7                    1                    1                    7  -1.3423214068447311E-003
                    1                    1                    5                    7   1.4263286434580131E-002
                    1                    1                    6                    7  -6.5480298016799008E-003
                    1                    1                    7                    7   2.6846428136893213E-003
                    8                    1                    1                    8  -1.9870636494162319     
                    9                    1                    1                    8  -8.4729418779013552E-003
                   10                    1                    1                    8  -7.1316432172899820E-003
                    1                    1                    8                    8   3.9741272988323129     
                    1                    1                    9                    8   1.6945883755801763E-002
                    1                    1                   10                    8   1.4263286434580099E-002
                    8                    1                    1                    9  -8.4729418779013587E-003
                    9                    1                    1                    9  -1.1320392624353857E-002
                   10                    1                    1                    9   3.2740149008398728E-003
                    1                    1                    8                    9   1.6945883755801739E-002
                    1                    1                    9                    9   2.2640785248708425E-002
                    1                    1                   10                    9  -6.5480298016798305E-003
                    8                    1                    1                   10  -7.1316432172899777E-003
                    9                    1                    1                   10   3.2740149008398675E-003
                   10                    1                    1                   10  -1.3423214068447322E-003
                    1                    1                    8                   10   1.4263286434580091E-002
                    1                    1                    9                   10  -6.5480298016798704E-003
                    1                    1                   10                   10   2.6846428136893192E-003
                   11                    1                    1                   11  -1.9870636494162319     
                   12                    1                    1                   11  -8.4729418779004046E-003
                   13                    1                    1                   11  -7.1316432172898927E-003
                    1                    1                   11                   11   3.9741272988323129     
                    1                    1                   12                   11   1.6945883755799886E-002
                    1                    1                   13                   11   1.4263286434580016E-002
                   11                    1                    1                   12  -8.4729418779004150E-003
                   12                    1                    1                   12  -1.1320392624353951E-002
                   13                    1                    1                   12   3.2740149008398806E-003
                    1                    1                   11                   12   1.6945883755799876E-002
                    1                    1                   12                   12   2.2640785248708425E-002
                    1                    1                   13                   12  -6.5480298016798123E-003
                   11                    1                    1                   13  -7.1316432172898849E-003
                   12                    1                    1                   13   3.2740149008398801E-003
                   13                    1                    1                   13  -1.3423214068447292E-003
                    1                    1                   11                   13   1.4263286434579905E-002
                    1                    1                   12                   13  -6.5480298016798600E-003
                    1                    1                   13                   13   2.6846428136893213E-003
                    2                    2                    1                    1   3.9859296750829021     
                    3                    2                    1                    1   1.5953584541810166E-002
                    4                    2                    1                    1   3.7805440633172148E-004
                    1                    2                    2                    1  -1.9929648375415649     
                    1                    2                    3                    1  -7.9767922709045470E-003
                    1                    2                    4                    1  -1.8902720316587150E-004
                    2                    2                    2                    2   1.9871271030733202     
                    3                    2                    2                    2   8.2653106907734381E-003
                    4                    2                    2                    2   1.9105609228266536E-004
                    2                    2                    3                    2   8.2653106907734381E-003
                    3                    2                    3                    2  -3.8884895840461633E-002
                    4                    2                    3                    2   6.6056172423181725E-004
                    2                    2                    4                    2   1.9105609228266536E-004
                    3                    2                    4                    2   6.6056172423181725E-004
                    4                    2                    4                    2  -1.1419877513896553E-003
                    5                    2                    5                    2   1.4008708774344886E-003
                    6                    2                    5                    2   1.5124932814429234E-004
                    7                    2                    5                    2   5.1299896159617913E-005
                    5                    2                    6                    2   1.5124932814429234E-004
                    6                    2                    6                    2  -1.5509700042323566E-002
                    7                    2                    6                    2   1.2965665356186274E-003
                    5                    2                    7                    2   5.1299896159617913E-005
                    6                    2                    7                    2   1.2965665356186274E-003
                    7                    2                    7                    2  -4.7251996203406862E-003
                    8                    2                    8                    2   1.4008708774344847E-003
                    9                    2                    8                    2   1.5124932814431280E-004
                   10                    2                    8                    2   5.1299896159616266E-005
                    8                    2                    9                    2   1.5124932814431280E-004
                    9                    2                    9                    2  -1.5509700042323674E-002
                   10                    2                    9                    2   1.2965665356186344E-003
                    8                    2                   10                    2   5.1299896159616266E-005
                    9                    2                   10                    2   1.2965665356186344E-003
                   10                    2                   10                    2  -4.7251996203406949E-003
                   11                    2                   11                    2   1.4008708774344777E-003
                   12                    2                   11                    2   1.5124932814430432E-004
                   13                    2                   11                    2   5.1299896159616829E-005
                   11                    2                   12                    2   1.5124932814430432E-004
                   12                    2                   12                    2  -1.5509700042323667E-002
                   13                    2                   12                    2   1.2965665356186298E-003
                   11                    2                   13                    2   5.1299896159616829E-005
                   12                    2                   13                    2   1.2965665356186298E-003
                   13                    2                   13                    2  -4.7251996203406957E-003
                    2                    2                    2                    3   8.2653106907734347E-003
                    3                    2                    2                    3   1.9586932212149644E-003
                    4                    2                    2                    3  -7.6194365696185271E-005
                    2                    2                    3                    3   8.2914450715444541E-003
                    3                    2                    3                    3  -2.8877104817068993E-004
                    4                    2                    3                    3  -8.6595991643891005E-008
                    2                    2                    4                    3  -9.6223358197425893E-005
                    3                    2                    4                    3  -4.6578095069892016E-006
                    4                    2                    4                    3   1.3415678633808984E-006
                    5                    2                    5                    3   2.0345297527962278E-004
                    6                    2                    5                    3  -1.7867210670306599E-005
                    7                    2                    5                    3   9.6476012280297889E-005
                    5                    2                    6                    3  -1.6087980822143109E-003
                    6                    2                    6                    3  -1.1649723011514385E-004
                    7                    2                    6                    3  -9.1607990948844455E-006
                    5                    2                    7                    3   3.6650232823755925E-004
                    6                    2                    7                    3   1.3130322939901335E-005
                    7                    2                    7                    3  -2.3149593180529176E-005
                    8                    2                    8                    3   2.0345297527962585E-004
                    9                    2                    8                    3  -1.7867210670305548E-005
                   10                    2                    8                    3   9.6476012280297916E-005
                    8                    2                    9                    3  -1.6087980822143259E-003
                    9                    2                    9                    3  -1.1649723011514667E-004
                   10                    2                    9                    3  -9.1607990948842557E-006
                    8                    2                   10                    3   3.6650232823756093E-004
                    9                    2                   10                    3   1.3130322939901984E-005
                   10                    2                   10                    3  -2.3149593180529247E-005
                   11                    2                   11                    3   2.0345297527962398E-004
                   12                    2                   11                    3  -1.7867210670306534E-005
                   13                    2                   11                    3   9.6476012280297739E-005
                   11                    2                   12                    3  -1.6087980822143231E-003
                   12                    2                   12                    3  -1.1649723011514551E-004
                   13                    2                   12                    3  -9.1607990948841490E-006
                   11                    2                   13                    3   3.6650232823755904E-004
                   12                    2                   13                    3   1.3130322939901903E-005
                   13                    2                   13                    3  -2.3149593180529200E-005
                    2                    2                    2                    4   1.9105609228266539E-004
                    3                    2                    2                    4  -7.6194365696185217E-005
                    4                    2                    2                    4   3.5501910825740465E-006
                    2                    2                    3                    4  -9.6223358197425893E-005
                    3                    2                    3                    4  -1.8424365112463791E-006
                    4                    2                    3                    4   2.4011515489282271E-007
                    2                    2                    4                    4   4.2096513538509146E-006
                    3                    2                    4                    4   2.6252470849287638E-007
                    4                    2                    4                    4  -2.4861824415299574E-007
                    5                    2                    5                    4   1.8003416300559615E-006
                    6                    2                    5                    4   3.3163527238991054E-006
                    7                    2                    5                    4  -2.0184133094850410E-006
                    5                    2                    6                    4   7.5654059180991758E-006
                    6                    2                    6                    4  -3.4129945841991871E-007
                    7                    2                    6                    4   5.9421667231092534E-007
                    5                    2                    7                    4  -4.8645069091316299E-006
                    6                    2                    7                    4   4.7689565051376946E-007
                    7                    2                    7                    4  -7.9858749723233175E-007
                    8                    2                    8                    4   1.8003416300559382E-006
                    9                    2                    8                    4   3.3163527238991524E-006
                   10                    2                    8                    4  -2.0184133094850389E-006
                    8                    2                    9                    4   7.5654059180992385E-006
                    9                    2                    9                    4  -3.4129945841991527E-007
                   10                    2                    9                    4   5.9421667231092492E-007
                    8                    2                   10                    4  -4.8645069091316384E-006
                    9                    2                   10                    4   4.7689565051376703E-007
                   10                    2                   10                    4  -7.9858749723233101E-007
                   11                    2                   11                    4   1.8003416300559412E-006
                   12                    2                   11                    4   3.3163527238991338E-006
                   13                    2                   11                    4  -2.0184133094850241E-006
                   11                    2                   12                    4   7.5654059180992122E-006
                   12                    2                   12                    4  -3.4129945841991670E-007
                   13                    2                   12                    4   5.9421667231092577E-007
                   11                    2                   13                    4  -4.8645069091316291E-006
                   12                    2                   13                    4   4.7689565051376734E-007
                   13                    2                   13                    4  -7.9858749723233281E-007
                    5                    2                    2                    5  -1.9792437797308957     
                    6                    2                    2                    5  -8.5747651292662399E-003
                    7                    2                    2                    5  -7.1423297398605168E-003
                    5                    2                    3                    5  -8.0362602704480840E-003
                    6                    2                    3                    5   1.1816086905533461E-003
                    7                    2                    3                    5  -5.9739746023134968E-003
                    5                    2                    4                    5  -1.9594709310080967E-004
                    6                    2                    4                    5  -3.7836034944176920E-004
                    7                    2                    4                    5   6.1108943182496065E-004
                    2                    2                    5                    5   3.9621420983740050     
                    3                    2                    5                    5   1.6618348777286147E-002
                    4                    2                    5                    5   4.0257821856520246E-004
                    2                    2                    6                    5   1.7655434359712781E-002
                    3                    2                    6                    5  -7.3176303167640788E-002
                    4                    2                    6                    5   8.5971369115945824E-004
